step,type,origin_account,destination_account,amount,oldbalanceOrg,newbalanceOrig,oldbalancedest,newbalancedest,isFraud,isFlaggedFraud
148,CASH_IN,80786744,95240816,133806.04918941448,72664.51441724479,5761.489822537551,267613.96655313397,401420.01574254845,1,0
118,DEBIT,22959441,83345390,173778.94022085352,78057.5817326273,-8831.888377799463,189341.58779917887,363120.5280200324,1,1
850,CASH_IN,45293961,95145899,81362.74524860192,21218.35592258183,102581.10117118376,238443.3910624945,319806.13631109643,0,0
367,DEBIT,32319428,28076412,71498.1328269422,134089.33305650187,205587.4658834441,150791.12793155762,222289.26075849982,0,0
850,CASH_IN,77537324,30266165,24887.21840467726,57767.8828955027,82655.10130017996,173071.16538790773,197958.383792585,0,0
66,DEBIT,41109976,60668953,91022.5633301148,117120.83356790144,208143.39689801625,147755.30814565916,238777.87147577398,0,0
970,CASH_IN,35207669,11770275,15450.031596345909,118270.3408106419,133720.3724069878,58572.896339413346,74022.92793575926,0,0
813,CASH_IN,64174131,96421331,62680.78423652801,143839.9391191534,206520.7233556814,216735.6345784516,279416.4188149796,0,0
370,PAYMENT,47865283,35575671,2889.830042846405,149048.29723448824,151938.12727733466,84231.70873225674,87121.53877510314,0,0
175,DEBIT,83080007,77734973,58926.86638459616,102890.48688030789,73427.05368800981,7294.789929436151,66221.65631403231,1,1
831,DEBIT,65349083,44746021,27721.66374381725,66198.3895206806,93920.05326449784,193641.68877215034,221363.3525159676,0,0
588,DEBIT,65759553,90576266,44973.20094860016,167490.17896694678,212463.3799155469,53133.20382211468,98106.40477071484,0,0
495,CASH_OUT,96201364,89303952,34533.00256018474,61973.12988169694,27440.12732151221,282137.5753058743,316670.57786605903,0,0
973,CASH_IN,43285343,25394269,17283.94805705853,101501.8188938663,118785.76695092482,286178.57310077624,303462.5211578348,0,0
114,DEBIT,45946549,48744815,62201.85920148647,80250.51664074561,142452.37584223208,274459.31706613454,336661.176267621,0,0
111,CASH_OUT,76237428,73582095,197967.1589040105,171015.67719393762,72032.09774193239,111047.61007663333,309014.7689806438,1,0
761,PAYMENT,22476826,16661823,95908.83338581752,86383.70622916576,182292.53961498328,4636.984958660229,100545.81834447774,0,0
439,DEBIT,72868470,93417627,19242.712851759967,77219.83776749685,96462.5506192568,278495.56877631764,297738.2816280776,0,0
715,DEBIT,42437737,60745172,71740.10367855671,137964.7385795275,209704.84225808425,128455.2444951943,200195.34817375103,0,0
147,CASH_OUT,91377096,58085323,66437.29326690217,120488.22197228856,54050.92870538638,289996.4457131009,356433.73898000305,0,0
35,CASH_IN,87380441,75872828,181866.53358394472,21449.36669916921,-69483.90009280315,289085.99312677584,470952.52671072056,1,0
999,PAYMENT,40268335,14914842,1919.7289433790463,101633.76126879264,103553.49021217167,255902.83664020803,257822.56558358707,0,0
309,DEBIT,77566943,83073814,68982.22681881348,147095.6776666495,216077.904485463,88334.66762087571,157316.89443968917,0,0
538,CASH_IN,10445099,37689167,94550.03110734442,198414.95291827124,292964.9840256157,115529.31858057757,210079.349687922,0,0
750,PAYMENT,12067971,55723516,63215.69099034598,125829.36679406384,189045.05778440984,255341.00145505706,318556.692445403,0,0
14,TRANSFER,48292911,77597519,43534.919491521534,74058.61328826356,30523.693796742024,95076.60154688329,138611.52103840484,0,0
374,TRANSFER,59783510,61861330,52520.13787222172,45230.31996042368,0.0,50847.824005827744,103367.96187804946,0,0
557,PAYMENT,38591815,17259548,19970.884477915155,174566.04683066407,194536.9313085792,167040.37873750506,187011.26321542021,0,0
428,CASH_OUT,91279497,99415045,75056.91093373622,162913.04242270056,87856.13148896434,280846.4322482343,355903.34318197053,0,0
728,PAYMENT,35687774,75347100,74644.5188026848,46784.56415587697,121429.08295856178,208808.9390024919,283453.45780517673,0,0
233,PAYMENT,57996466,77729511,14560.27486573862,40126.41802931469,54686.69289505331,171018.35102680948,185578.6258925481,0,0
705,CASH_OUT,37986918,50420496,87799.05846614091,143027.35536223513,55228.29689609422,29152.94813123056,116952.00659737147,0,0
563,CASH_OUT,79318686,60991886,26926.282049935795,62990.41238375189,36064.130333816094,184502.16800975092,211428.45005968673,0,0
939,CASH_IN,32554720,94822105,103376.8866867456,61279.75967239156,9591.316329018766,297016.15503127896,400393.0417180245,1,0
887,CASH_IN,27974710,78849028,38296.472373584205,30458.04941353105,68754.52178711526,42025.20457095721,80321.67694454142,0,0
726,CASH_OUT,72007606,39651696,17796.62703286262,52795.10394196598,34998.47690910336,155498.89570912102,173295.52274198364,0,0
663,TRANSFER,88262799,94980761,35178.49393345177,85501.51151852992,50323.01758507815,263211.9215783866,298390.4155118384,0,0
440,TRANSFER,48367599,84244131,44023.63106643234,146567.6674544831,102544.03638805076,222230.58532626132,266254.2163926937,0,0
502,PAYMENT,79310508,95659022,64136.05257158712,67261.61888274996,35193.5925969564,209104.7222985804,273240.7748701675,1,0
275,DEBIT,23345692,18819687,57826.05593851672,65720.86789596853,123546.92383448523,210745.2251961328,268571.28113464953,0,0
850,PAYMENT,58019991,57768731,59767.267662491344,56982.65051048717,116749.9181729785,107847.34536592655,167614.6130284179,0,0
76,PAYMENT,14053459,87359358,73895.65623039372,95656.7335022086,169552.38973260234,88077.55327934801,161973.20950974175,0,0
439,DEBIT,79254462,50160948,2926.6975301514217,36127.339588263065,39054.03711841449,242808.34664355408,245735.0441737055,0,0
732,CASH_OUT,44072410,65415975,54128.40906123867,97126.14680642512,42997.73774518644,243034.01840375422,297162.4274649929,0,0
860,TRANSFER,52219673,24910696,5300.214252733732,140835.11123893797,135534.89698620423,260121.6955740311,265421.90982676484,0,0
956,PAYMENT,92658706,36572255,70117.41055446568,5958.100806524436,76075.51136099012,273972.1657669414,344089.57632140705,0,0
699,DEBIT,32650720,84693853,5582.241290241437,1955.8760611523728,7538.11735139381,153402.71965828133,158984.96094852278,0,0
289,CASH_IN,84252154,29194575,115694.59459438526,15024.582030901844,-42822.71526629078,150454.88840615988,266149.4830005451,1,0
915,PAYMENT,63052829,49514337,70211.23586278081,107132.01234562242,177343.24820840324,239488.55369003254,309699.78955281334,0,0
540,TRANSFER,72046194,49297467,50743.90261086486,170891.0166370807,120147.11402621584,194989.17923332955,245733.0818441944,0,0
891,CASH_OUT,78721320,67598946,53813.10277692873,976.8932040503886,-25929.658184413976,210590.063177311,264403.1659542397,1,1
692,PAYMENT,32653733,34302684,13075.956315022106,187332.2609169362,200408.21723195832,238737.80083083033,251813.75714585243,0,0
253,PAYMENT,89472728,47793687,64256.96879925284,21255.70231410716,-10872.78208551926,267001.6025452699,331258.5713445227,1,0
126,DEBIT,26548114,20248335,86897.22091103942,168396.70561164527,255293.9265226847,101398.54705546075,188295.76796650016,0,0
177,CASH_IN,63425388,25344832,90446.23662813376,96570.95299658936,187017.1896247231,112674.88579198321,203121.12242011697,0,0
37,CASH_IN,52139522,45443388,84.76335996940108,131871.4774557688,131956.2408157382,28194.5819522607,28279.345312230103,0,0
410,CASH_OUT,66243216,28005292,59417.69778384035,102136.59688943648,42718.89910559613,173484.0422988522,232901.74008269256,0,0
611,TRANSFER,33422346,18958360,71932.86789642111,95409.64503587093,23476.77713944981,10782.682139022625,82715.55003544374,0,0
610,CASH_OUT,48334951,72902359,61878.51077593605,166979.8856728783,105101.37489694224,139679.40543973804,201557.91621567408,0,0
127,PAYMENT,19419301,38918688,8177.159688986734,151177.27591356327,159354.43560255,162793.39041227297,170970.5501012597,0,0
483,PAYMENT,67531123,51322530,21780.31263090224,96680.44730460084,118460.75993550308,85962.37563848532,107742.68826938755,0,0
168,CASH_IN,24092047,98834880,25041.52333546479,22327.18587921232,47368.70921467711,177249.97817070322,202291.50150616802,0,0
592,TRANSFER,14114113,93566031,139081.0651501792,23080.59186288163,-46459.94071220797,9150.074981714828,148231.14013189403,1,0
294,DEBIT,58953699,36661312,46325.31163652896,160307.8921438151,206633.20378034405,11204.456624764325,57529.768261293284,0,0
845,TRANSFER,90152858,20716353,48687.95291200427,105878.12426950668,57190.17135750242,246780.16819789747,295468.12110990175,0,0
638,PAYMENT,49233336,90943122,93489.95572498532,96317.82804387252,189807.78376885783,108057.19242337887,201547.1481483642,0,0
343,DEBIT,48752217,90913714,63712.218026583,136113.368272143,199825.586298726,38118.153795565435,101830.37182214845,0,0
310,TRANSFER,22366502,66906371,89867.78347825086,171768.31668285205,81900.53320460119,156672.9780164413,246540.76149469218,0,0
662,TRANSFER,99048884,87433203,182631.1027743978,125774.62888266104,34459.077495462145,230998.06592958324,413629.16870398103,1,0
528,DEBIT,80332144,24821803,196605.35911664536,152569.58046929582,54266.90091097313,64746.308249052956,261351.66736569832,1,0
540,PAYMENT,54973885,12792867,92994.26005146782,153054.1048233914,246048.3648748592,186867.14274570008,279861.4027971679,0,0
419,TRANSFER,43246597,31714601,45875.92451559715,71252.28975859181,25376.36524299466,25604.2394981304,71480.16401372755,0,0
444,DEBIT,76314415,35996032,18171.3258736634,54816.63912819914,72987.96500186254,15504.51635058231,33675.84222424571,0,0
685,PAYMENT,71011542,57417876,30246.550072989183,160232.81343503174,190479.3635080209,159406.3894704444,189652.9395434336,0,0
558,DEBIT,41837693,69716300,5089.750942997335,75435.7583568487,80525.50929984603,162190.53648303196,167280.2874260293,0,0
840,DEBIT,38115017,82192053,46835.37613972395,180667.20130454103,227502.57744426496,191228.97044946198,238064.34658918594,0,0
236,TRANSFER,67077097,13422839,85314.28590930456,13938.139346023923,0.0,217827.40011679847,303141.68602610304,0,0
439,PAYMENT,97166373,73260842,93358.70979610887,11643.50241506793,105002.2122111768,292755.62383876037,386114.33363486925,0,0
214,TRANSFER,84838049,97310646,93260.89472828934,185400.83202028167,92139.93729199232,154890.1044903586,248150.99921864792,0,0
85,CASH_OUT,88185878,11487698,12531.750262618389,129690.98283628696,117159.2325736686,96886.9418823738,109418.69214499218,0,0
794,CASH_OUT,81907057,82291145,38211.56771228059,75919.87128966647,37708.30357738588,238555.85843061112,276767.4261428917,0,0
744,PAYMENT,60744965,62223248,2832.59367747413,151012.08296323655,153844.67664071068,81249.67537862227,84082.2690560964,0,0
85,DEBIT,80544951,51464777,85517.98284369757,134465.36199872824,219983.3448424258,131691.42621169082,217209.4090553884,0,0
921,TRANSFER,29388378,32789406,185690.7879669304,106240.20936391925,13394.815380454049,23536.914402679788,209227.7023696102,1,0
489,TRANSFER,50193271,51684494,62352.37159464283,19774.66853253027,-11401.517264791142,7605.223024637253,69957.59461928008,1,0
65,PAYMENT,79209911,64669261,71492.69482334808,162435.9174585503,233928.6122818984,288794.5244033775,360287.2192267256,0,0
646,PAYMENT,86758170,41208458,42990.16852761811,173204.63813612494,216194.80666374305,250794.03615366176,293784.20468127984,0,0
663,CASH_OUT,27339003,40689742,30651.1692316588,34433.73771052982,3782.568478871024,208792.2618281094,239443.4310597682,0,0
627,CASH_IN,99668917,43875060,96221.66888249332,170102.33039541333,266323.9992779066,122685.88332428096,218907.5522067743,0,0
64,PAYMENT,51403157,99887786,96449.1776201352,175569.46220331284,272018.63982344803,51988.29602125373,148437.47364138893,0,0
343,CASH_IN,47970594,85891261,28950.742439321893,109885.7224577032,138836.4648970251,46931.11280132581,75881.85524064771,0,0
939,PAYMENT,26417366,42835521,47967.713423478366,131235.8072445374,179203.52066801576,75072.8694493786,123040.58287285696,0,0
875,DEBIT,56675686,35184346,97284.68742441564,76447.46400289828,173732.15142731392,164767.99941183615,262052.68683625179,0,0
919,DEBIT,31081411,86650556,496.7920814737676,56358.3295018532,56855.12158332697,214378.7768100187,214875.56889149247,0,0
352,CASH_OUT,24759704,75393516,184485.7287453916,144396.62939032895,52153.76501763314,198059.21301531937,382544.94176071096,1,0
158,CASH_OUT,30905330,48581551,10054.750392600034,172375.02980316163,162320.2794105616,83980.16908378285,94034.91947638289,0,0
589,CASH_IN,85652837,14208743,50920.70497660463,130815.5105911495,181736.2155677541,286459.58419895824,337380.28917556285,0,0
491,PAYMENT,99902686,34393067,2476.74875450331,102318.12212930984,104794.87088381314,221369.07500873055,223845.82376323387,0,0
658,TRANSFER,18907677,39880404,173331.67329615564,31784.95336883431,-54880.88327924351,166306.2157534202,339637.88904957584,1,0
855,CASH_OUT,21437565,11122896,22077.70048778566,10691.742520963631,0.0,183516.22387030566,205593.92435809132,0,0
463,TRANSFER,46594718,71954175,160253.47972672558,89138.35804934929,9011.618185986505,125880.01872833697,286133.49845506257,1,0
225,TRANSFER,14287079,72183231,99599.40497357896,9869.912739484254,0.0,74319.29685034724,173918.70182392618,0,0
917,PAYMENT,87418753,45980119,176538.041839031,113866.92638144502,25597.90546192952,106791.80359537847,283329.84543440945,1,1
313,CASH_IN,64564125,61973572,84565.7527415259,76545.83826355425,161111.59100508015,227353.83313931074,311919.58588083665,0,0
615,PAYMENT,91233148,24038975,63530.146086034496,151437.8239363939,214967.9700224284,4318.046588926761,67848.19267496126,0,0
919,CASH_OUT,39593005,50205105,4165.569228743133,61129.69936723669,56964.13013849356,34821.79215207487,38987.361380818,0,0
859,TRANSFER,37658040,62713169,20687.69962765397,118596.54019348642,97908.84056583243,13800.792606525825,34488.492234179794,0,0
813,PAYMENT,75804073,31787825,84261.3442351158,107536.70435102007,65406.03223346219,12218.640695691041,96479.98493080684,1,0
940,PAYMENT,48036564,51191566,36617.65066169584,942.4851044482318,37560.13576614407,256638.17520330218,293255.82586499804,0,0
466,PAYMENT,42183640,73167192,64401.0419759229,14477.87965286207,-17722.641335099383,211097.3578140071,275498.39978993,1,0
88,CASH_OUT,43863500,15514198,61149.73270405188,58073.642497204106,27498.776145178166,142252.14872619757,203401.88143024946,1,0
883,CASH_IN,50254348,89871482,145649.6069222886,176447.016204153,103622.21274300871,29350.248195300443,174999.85511758903,1,0
303,PAYMENT,14089549,21681575,26893.002721288125,29402.99097995572,56295.99370124384,147484.7625350497,174377.76525633782,0,0
680,CASH_OUT,49334097,76749956,99797.76578127046,142178.86609210834,42381.10031083788,142041.5312341697,241839.29701544016,0,0
435,TRANSFER,41868176,80640292,85815.31111341517,194673.31323045745,108858.00211704228,51960.560973004554,137775.87208641972,0,0
682,DEBIT,99016521,33888954,40799.702458600426,158113.51053823103,198913.21299683143,130155.49477139191,170955.19722999234,0,0
135,CASH_OUT,58628354,99870167,98026.31816957174,48589.07233740879,0.0,119551.42031921203,217577.73848878377,0,0
50,DEBIT,50630672,49665630,65014.82120968717,181673.0520826163,246687.87329230347,184755.02941566493,249769.85062535212,0,0
432,PAYMENT,22895125,78062911,74204.82496345723,18621.43130167801,92826.25626513523,190528.09526029314,264732.92022375035,0,0
340,PAYMENT,71436011,94477564,3160.9891777903367,93628.38837414717,96789.37755193748,13591.202931613356,16752.19210940369,0,0
347,CASH_OUT,73184433,86950040,12169.30988221223,177508.38154528275,165339.07166307053,112383.78438794137,124553.0942701536,0,0
646,DEBIT,50838813,14528868,63312.18179835888,128253.14185137396,191565.32364973283,187757.9747142709,251070.1565126298,0,0
347,PAYMENT,12865058,66678576,89903.4080251219,82728.91294553976,172632.32097066165,150940.87757402632,240844.28559914822,0,0
649,TRANSFER,65641409,98070708,62378.13517149869,58562.57334743376,0.0,256946.95235649668,319325.08752799535,0,0
245,CASH_IN,13552354,32254200,13411.149182955987,75019.88106367,88431.03024662597,197608.0894856835,211019.2386686395,0,0
109,CASH_IN,54245792,33423631,11584.84702417,101788.35620185724,113373.20322602724,48880.32812442891,60465.17514859891,0,0
825,PAYMENT,71894941,84219467,76127.6282102025,63808.78597456148,25744.971869460227,21170.624220128953,97298.25243033146,1,0
799,DEBIT,48035864,77553546,13938.840847404352,193793.57241646,207732.4132638643,192725.7834618947,206664.62430929905,0,0
533,PAYMENT,70486020,22550278,50405.18252512452,186615.53061322903,161412.93935066677,7953.393162486544,58358.57568761106,1,0
90,DEBIT,16895650,16061422,157261.45510666637,174134.29364286416,95503.56608953096,175732.674382039,332994.12948870537,1,0
296,TRANSFER,72075587,40603265,105358.4239012706,84365.96710453067,31686.75515389537,282069.0724274873,387427.4963287579,1,0
112,DEBIT,54483586,31735682,67238.10328161005,138260.35386704578,205498.45714865584,172642.25336276367,239880.35664437374,0,0
813,PAYMENT,13307554,80918919,183134.36876190247,180565.8614071929,88998.67702624168,116450.97786195658,299585.346623859,1,0
589,TRANSFER,94277797,59525865,34153.52596677816,170085.8975357856,135932.37156900743,192986.46553270594,227139.9914994841,0,0
177,CASH_OUT,58497100,17664249,21568.820426652044,82865.40280404153,61296.58237738948,137475.867147455,159044.68757410703,0,0
343,CASH_IN,90069042,66164583,81372.88997302322,22477.209864452143,103850.09983747535,163685.0367947805,245057.92676780373,0,0
660,PAYMENT,42885567,30603526,21718.151914694336,15126.072766909892,36844.22468160423,282439.44263295754,304157.5945476519,0,0
101,PAYMENT,79451963,83475521,54207.28669594131,115412.80904514052,169620.09574108184,115830.79134023227,170038.0780361736,0,0
758,PAYMENT,33091241,23606238,69355.5181715655,128525.58704218632,93847.82795640358,288357.1691471743,357712.6873187398,1,0
629,TRANSFER,26604105,13873682,14793.765261859757,169968.5209194048,155174.75565754506,271605.1925868191,286398.95784867887,0,0
604,CASH_OUT,14150531,13567988,94088.21798679592,58503.00406820621,0.0,58737.34043678893,152825.55842358485,0,0
401,DEBIT,34238529,14654464,18297.476376336177,33494.0981100085,51791.574486344674,20808.390262549638,39105.86663888581,0,0
28,CASH_OUT,80838061,24311308,56748.64637024272,75801.1666356399,19052.52026539717,30233.400413227995,86982.04678347072,0,0
937,TRANSFER,29984445,93089525,37707.00111875487,70715.02472645501,33008.02360770014,5466.547695464918,43173.548814219794,0,0
962,PAYMENT,90895983,59535560,96493.21086416756,26493.790803570948,122987.00166773851,28332.88822677852,124826.09909094608,0,0
537,CASH_IN,88804240,46975802,27361.46747990368,134456.53050263043,161817.9979825341,204902.03202490706,232263.49950481075,0,0
58,PAYMENT,33450205,38199116,39971.80362855451,101738.3881458752,141710.1917744297,21356.594538068697,61328.39816662321,0,0
498,DEBIT,26690584,65766232,98286.1831843635,144224.55122295325,242510.73440731675,95692.68908812839,193978.8722724919,0,0
297,CASH_IN,80057298,39062265,134121.85126662758,70538.22403394694,3477.298400633153,253462.59329083638,387584.444557464,1,0
134,PAYMENT,27514559,76935595,50267.98526096914,65140.44231554046,115408.4275765096,6981.58072074776,57249.5659817169,0,0
331,CASH_IN,82671767,50772655,25785.27103551709,94515.17060877112,120300.4416442882,244340.54477668073,270125.8158121978,0,0
249,CASH_OUT,45167825,47572883,70139.34239544104,175481.4690790294,105342.12668358836,84556.43243201998,154695.77482746102,0,0
550,TRANSFER,22866740,36150393,1447.1514482599864,8056.261346796067,6609.10989853608,35449.448286496874,36896.59973475686,0,0
902,PAYMENT,75600404,54588327,4960.76784393233,160966.5634592944,165927.33130322673,209021.14960924519,213981.9174531775,0,0
941,DEBIT,14662277,28320405,59939.86512770891,73797.5225315513,133737.3876592602,188682.8540339652,248622.71916167412,0,0
75,CASH_OUT,90396057,13344571,81958.60260995092,170923.80515769555,129944.50385272008,263241.60405811586,345200.2066680668,1,0
654,PAYMENT,32169270,62549071,95332.10405637404,160440.6017671713,255772.7058235453,220521.31314116574,315853.41719753976,0,0
834,CASH_OUT,28497618,78171612,90320.03716537134,69752.24947921767,0.0,241044.27911545458,331364.31628082594,0,0
168,DEBIT,75319216,86812839,119354.26762216,138775.3070643232,79098.17325324319,84610.37177139195,203964.63939355194,1,0
771,PAYMENT,79214368,46686320,81816.37665696886,31926.551354688025,113742.92801165688,53231.86313391684,135048.2397908857,0,0
503,DEBIT,43532375,39780707,66736.51164827266,179256.3104327576,245992.82208103023,225184.4254922575,291920.93714053015,0,0
885,CASH_IN,91940760,74066242,12566.954449988967,80898.21289038188,93465.16734037086,242050.4217801792,254617.37623016816,0,0
355,DEBIT,76393102,40040014,76556.68153522337,91125.12307104004,167681.8046062634,297151.54260020197,373708.22413542535,0,0
225,CASH_IN,90112601,50099834,21027.09495219745,141151.81020739698,162178.90515959443,123785.30307342795,144812.39802562539,0,0
664,PAYMENT,45782157,32081577,32351.051081468675,164168.0473409702,196519.09842243887,111605.42573783496,143956.47681930364,0,0
531,CASH_IN,40976134,43707935,81925.22886812099,47268.54866564192,129193.77753376291,232923.88822259905,314849.11709072004,0,0
146,PAYMENT,38440705,33752589,53657.19558326089,132270.02797539908,185927.22355866,102241.06207590536,155898.25765916624,0,0
960,PAYMENT,53474367,24276897,85995.47201119909,78399.6087778297,164395.08078902878,279227.19768106943,365222.66969226854,0,0
241,TRANSFER,43896591,79075532,21311.401631127985,73740.58480079226,52429.18316966428,257523.82555290355,278835.2271840315,0,0
884,PAYMENT,84840984,65231533,77053.39524224779,138005.16478813093,99478.46716700704,128698.2082125055,205751.6034547533,1,0
893,CASH_IN,60346794,65859074,8388.25934510068,77436.65483118687,85824.91417628755,225261.3203374492,233649.57968254987,0,0
344,TRANSFER,88324940,37205686,64309.66874406757,69221.70003288153,4912.031288813967,226362.8622254047,290672.53096947225,0,0
749,TRANSFER,78389914,18534799,76255.77843717572,167177.6816252485,90921.90318807276,30937.160650779784,107192.9390879555,0,0
35,PAYMENT,42275247,35562181,58497.240088932376,20255.22476620128,78752.46485513364,270765.87200387,329263.1120928024,0,0
702,DEBIT,21090615,45289384,26630.48783486604,135178.52456604215,161809.0124009082,151575.71173435714,178206.1995692232,0,0
1,DEBIT,35764484,38206258,72300.88455442732,49745.07875812493,13594.636480911264,247937.2398323225,320238.1243867498,1,0
996,TRANSFER,52501521,34689438,11953.693907588931,3099.648365238061,0.0,96014.88030918353,107968.57421677245,0,0
153,PAYMENT,42065250,92908733,167862.90858300994,33352.8537745384,-50578.600516966566,268656.96854886017,436519.87713187013,1,0
429,DEBIT,34842204,38866211,93442.67748208296,121332.30595517356,214774.98343725648,116760.50362024893,210203.1811023319,0,0
945,PAYMENT,14859519,27163969,137005.77318513836,141825.43829718747,73322.5517046183,3251.2954440895082,140257.06862922787,1,0
508,PAYMENT,47410598,70834816,73505.26464901882,4211.556711264008,77716.82136028283,271614.5929257791,345119.85757479793,0,0
126,TRANSFER,24224823,93719665,86646.44181427166,7285.08866034403,0.0,27386.00303584007,114032.44485011173,0,0
491,TRANSFER,24122359,57059584,88802.26607021427,180508.42296859063,136107.2899334835,95794.09127712446,184596.35734733875,1,0
482,CASH_OUT,88939489,60766566,66929.88692640734,14661.163622743969,0.0,285018.5901152415,351948.4770416488,0,0
345,DEBIT,98655036,98769022,81503.38151444805,178836.43172331425,260339.8132377623,285182.14408126683,366685.52559571486,0,0
912,DEBIT,73283888,77559070,26074.909022481952,45633.18275018116,71708.09177266312,172031.36643698585,198106.27545946778,0,0
738,DEBIT,47523561,71162936,29696.598470061617,148003.56003164256,177700.15850170417,189551.1636509398,219247.7621210014,0,0
221,CASH_IN,82211760,86679814,72.74538767933251,61946.64978920241,62019.39517688174,134533.65659349592,134606.40198117527,0,0
915,PAYMENT,43977641,37163352,96309.78214847128,171750.40512183678,268060.18727030803,87963.23150941936,184273.01365789064,0,0
919,TRANSFER,82986601,20428237,91755.31401068853,140090.97308487157,48335.65907418306,98599.36361097479,190354.67762166332,0,0
723,DEBIT,89092819,63374450,76459.18069330543,80362.69172033903,156821.87241364445,201755.53682311153,278214.717516417,0,0
25,CASH_OUT,26525001,74855422,7916.811337455046,15260.49083481591,7343.679497360864,225712.358831304,233629.17016875907,0,0
528,DEBIT,33864024,34912887,44755.81394105382,146540.03677416142,191295.85071521523,237473.71311775455,282229.52705880837,0,0
182,PAYMENT,84029121,47177076,170401.87440588785,123376.95119303632,38176.01399009238,236885.44283836617,407287.31724425405,1,0
499,PAYMENT,14826610,55673333,1601.8675236072324,582.3435667577481,2184.2110903649805,27361.83091460711,28963.698438214346,0,0
841,TRANSFER,98724410,84378134,61622.13469160761,1883.9711944890648,0.0,148326.09141077445,209948.22610238206,0,0
641,CASH_IN,46241440,58678523,96083.33341384804,161758.59463853878,257841.9280523868,17267.628004993287,113350.96141884133,0,0
42,TRANSFER,71613253,12847734,90287.77366298067,51879.94776037077,0.0,164858.66469712066,255146.43836010134,0,0
915,DEBIT,24868365,27280356,69678.51394539108,127226.73354561314,196905.24749100424,132459.1504120131,202137.6643574042,0,0
481,CASH_OUT,16541098,74389459,67021.04564411586,90842.88395304947,57332.36113099156,266311.2548274899,333332.30047160573,1,0
930,TRANSFER,20350881,92073143,142341.7927883539,172686.00290435346,101515.10651017653,105274.50376562361,247616.2965539775,1,0
848,CASH_IN,32542043,66838949,32012.472121260245,183392.2226204977,215404.694741758,35120.10492828176,67132.57704954201,0,0
748,TRANSFER,47882241,11440817,70664.43940977794,199361.5425357708,164029.32283088184,42897.504615850754,113561.9440256287,1,0
872,PAYMENT,65704450,96116120,80226.89543171905,30736.827161449364,110963.7225931684,228453.18951524168,308680.08494696073,0,0
439,DEBIT,74408468,29352260,38516.76123776214,172592.8092950951,211109.57053285724,185465.41899487833,223982.18023264047,0,0
402,DEBIT,24419164,78782046,41794.22082179479,53204.275345760354,94998.49616755516,30336.802836837072,72131.02365863186,0,0
546,DEBIT,60773410,75894073,4460.458837224372,118163.17497910152,122623.6338163259,25232.04183449923,29692.5006717236,0,0
345,DEBIT,75096372,91414706,76737.5215936945,101154.56677384218,62785.805976994925,210290.739437736,287028.2610314305,1,0
893,DEBIT,42660680,50900941,45134.00486599222,3597.626314477531,48731.63118046975,21828.901909258057,66962.90677525027,0,0
45,DEBIT,73669473,44038404,11707.134808061906,186554.2559812189,198261.39078928085,246558.01778710686,258265.15259516877,0,0
646,CASH_OUT,98605635,80416734,45332.21340089459,15665.41102984369,0.0,211872.66814694885,257204.88154784346,0,0
21,CASH_IN,22768777,30230991,85319.04946765746,137643.78388154716,222962.83334920465,24404.63419256993,109723.6836602274,0,0
634,DEBIT,10001202,17403946,58136.28876230808,157001.36724165242,215137.6560039605,25451.314225557577,83587.60298786566,0,0
70,CASH_IN,92013244,40894044,7902.196205290848,159057.56980953686,166959.7660148277,295991.87355035264,303894.0697556435,0,0
864,DEBIT,43953044,60860203,19175.21516983913,27098.90378576896,46274.11895560809,112281.23872683609,131456.45389667523,0,0
873,TRANSFER,61548071,48601092,47459.68957235404,89513.99010159442,42054.30052924038,111192.64412006727,158652.33369242132,0,0
48,DEBIT,12075273,17187605,179431.89261488378,165885.77408679598,76169.82777935409,243839.87017725076,423271.76279213454,1,0
491,PAYMENT,51644991,38580949,101100.0231232617,60535.84207575094,9985.83051412009,284174.5732151576,385274.5963384193,1,0
551,CASH_OUT,41131748,50369126,52931.45213987758,93549.73507493272,40618.28293505513,295800.31914686126,348731.77128673886,0,0
287,TRANSFER,48600084,26001920,58443.748199729846,54558.77853996916,0.0,226013.4555776825,284457.20377741236,0,0
10,TRANSFER,78051769,22397904,70207.35963045887,92710.28357706484,57606.6037618354,112877.87565927472,183085.2352897336,1,1
542,PAYMENT,54383567,27405237,34103.24668061384,177567.584518576,211670.83119918985,25050.21500960063,59153.46169021447,0,0
756,DEBIT,85719279,43058337,165519.6937893379,91024.84620655388,8264.999311884938,233144.07477823104,398663.768567569,1,0
274,CASH_OUT,90360049,34127248,95731.90360868104,111182.40341486408,63316.45161052355,167521.2749207415,263253.17852942256,1,1
956,TRANSFER,33967002,77350109,106566.79768016668,80795.25666061671,27511.857820533376,127266.60277409288,233833.40045425956,1,1
600,CASH_OUT,37521159,43769268,55423.22322396907,92023.4366406651,36600.21341669602,271906.3155284208,327329.53875238984,0,0
756,TRANSFER,39035939,78097450,58794.3534662325,3034.83980928434,0.0,33359.2446918454,92153.59815807789,0,0
381,DEBIT,74729639,52684368,93454.6791597298,56749.1019920912,150203.781151821,147787.53128725773,241242.21044698753,0,0
329,TRANSFER,88028725,98429443,72608.87199298682,87316.34434836489,14707.472355378064,3406.0934302257206,76014.96542321255,0,0
479,TRANSFER,97382583,16589922,91778.087522919,126759.39519854578,34981.30767562677,140598.1925982379,232376.2801211569,0,0
